Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT
70115,1023 Cadiz  St ,"$915,000",3/21/2023,"2,256","2,983",VRGD,5,3,0,44,"$890,000",7/10/2023,$394.50
70115,730 Austerlitz  St ,"$925,000",5/17/2023,"2,249","2,600",EXCE,3,2,0,0,"$925,000",7/10/2023,$411.29
70115,2611 Octavia  St ,"$750,000",6/13/2023,"2,200","2,200",EXCE,3,3,0,2,"$706,100",7/10/2023,$320.95
70119,4722 Iberville  St ,"$238,000",11/15/2022,"1,110","1,110",AVG,2,1,1,153,"$243,000",7/11/2023,$218.92
70115,2016 Seventh  St ,"$299,000",4/28/2023,"1,494","1,507",VRGD,3,2,0,43,"$285,000",7/12/2023,$190.76
70118,1538 Hillary  St ,"$585,000",5/8/2023,"1,739","1,873",EXCE,2,2,0,31,"$578,000",7/12/2023,$332.37
70119,3037 St Ann  St ,"$850,000",5/29/2023,"2,628","2,859",EXCE,5,3,1,7,"$850,000",7/12/2023,$323.44
70124,5552 Rosemary  Pl ,"$425,000",6/12/2023,"1,430","1,976",EXCE,3,2,0,5,"$430,000",7/12/2023,$300.70
70118,2808 Dante  St ,"$365,000",3/3/2023,"2,197","2,574",VRGD,4,1,1,102,"$355,000",7/13/2023,$161.58
70118,9412 Fig  St ,"$49,900",4/13/2023,"1,620","1,704",POOR,4,1,0,55,"$58,500",7/13/2023,$36.11
70124,6865 Colbert  St ,"$1,049,000",3/2/2023,"3,462","4,197",NEW,5,3,1,84,"$1,025,000",7/14/2023,$296.07
70118,2336 Cambronne  St ,"$199,000",3/4/2023,"1,455","1,543",FAIR,3,1,1,43,"$199,000",7/14/2023,$136.77
70124,5451 Canal  Blvd ,"$449,000",4/10/2023,"2,921","3,145",VRGD,3,3,1,58,"$454,000",7/14/2023,$155.43
70115,3717 Carondelet  St ,"$1,590,000",5/15/2023,"4,297","4,700",VRGD,5,4,0,13,"$1,525,000",7/14/2023,$354.90
70115,913 Eighth  St ,"$565,000",5/15/2023,"1,600","1,900",VRGD,3,2,0,20,"$545,000",7/14/2023,$340.63
70115,921 Aline  St ,"$525,000",5/15/2023,"1,483","1,483",VRGD,3,2,0,31,"$525,000",7/14/2023,$354.01
70115,1326 Joseph  St ,"$1,490,000",5/16/2023,"3,130","3,691",EXCE,4,3,1,4,"$1,400,000",7/14/2023,$447.28
70119,617 David  St ,"$699,000",5/26/2023,"2,360","2,922",NEW,3,2,1,13,"$660,000",7/14/2023,$279.66
70115,4021 Perrier  St ,"$650,000",6/1/2023,"1,578","1,853",EXCE,3,2,0,3,"$682,000",7/14/2023,$432.19
70118,1622 Burdette  St ,"$799,000",6/2/2023,"2,572","3,137",EXCE,4,3,0,2,"$799,000",7/14/2023,$310.65
70118,836 Cherokee  St ,"$669,000",6/19/2023,"1,930","1,930",EXCE,3,2,0,2,"$670,000",7/14/2023,$347.15
70125,1700  S Lopez  St ,"$399,000",1/31/2023,"1,854","2,185",EXCE,3,2,0,126,"$385,000",7/17/2023,$207.66
70124,6021 General Diaz  St ,"$755,000",5/11/2023,"2,796","3,066",EXCE,4,3,1,47,"$720,000",7/17/2023,$257.51
70125,3333 Vincennes  Pl ,"$380,000",5/15/2023,"1,350","1,550",EXCE,2,2,0,7,"$385,000",7/17/2023,$285.19
70124,53  W Park  Pl ,"$450,000",6/13/2023,"1,625","1,804",EXCE,3,2,0,3,"$475,000",7/17/2023,$292.31
70124,6614 Memphis  St ,"$1,275,000",6/19/2023,"3,650","4,850",EXCE,5,4,1,7,"$1,237,000",7/17/2023,$338.90
70124,6374 Orleans  Ave ,"$495,000",4/9/2023,"1,973","2,550",EXCE,3,2,0,62,"$452,500",7/19/2023,$229.35
70124,7321 Sardonyx  St ,"$520,000",5/14/2023,"1,753","2,150",EXCE,3,2,0,0,"$525,000",7/19/2023,$299.49
70125,2201  S Lopez  St ,"$439,000",5/15/2023,"1,903","2,086",VRGD,3,3,0,29,"$442,000",7/19/2023,$232.26
70115,4917 Carondelet  St ,"$950,000",5/21/2023,"2,243","2,243",VRGD,4,2,1,7,"$935,000",7/19/2023,$416.85
70124,215 14th  St ,"$725,000",8/30/2022,"3,343","3,778",NEW,5,4,1,295,"$715,000",7/20/2023,$213.88
70115,17 Richmond  Pl ,"$2,470,000",3/28/2023,"4,984","7,080",EXCE,5,3,1,79,"$2,350,000",7/20/2023,$471.51
70124,6464 Bellaire  Dr ,"$699,000",4/1/2023,"2,745","3,192",EXCE,4,3,1,72,"$650,000",7/20/2023,$236.79
70115,2204 Delachaise  St ,"$315,900",4/14/2023,"1,400","1,400",EXCE,3,2,0,70,"$310,000",7/20/2023,$221.43
70115,5212 Danneel  St ,"$975,000",6/6/2023,"2,150","2,726",EXCE,3,3,0,1,"$930,000",7/20/2023,$432.56
70124,223 22nd  St ,"$795,000",6/9/2023,"3,000","3,350",EXCE,5,3,1,6,"$787,000",7/20/2023,$262.33
70115,1414 Eleonore  St ,"$1,549,000",1/17/2023,"5,568","5,720",VRGD,6,3,2,123,"$1,450,000",7/21/2023,$260.42
70119,3809 Ulloa  St ,"$599,999",4/20/2023,"1,917","2,013",NEW,5,5,0,47,"$599,999",7/21/2023,$312.99
70124,305 Homedale  St ,"$459,000",5/8/2023,"1,542","2,254",EXCE,3,2,0,38,"$455,000",7/21/2023,$295.07
70124,7023 Kenison  St ,"$399,000",5/12/2023,"1,568","2,129",VRGD,3,2,0,52,"$361,000",7/21/2023,$230.23
70124,5944 Colbert  St ,"$730,000",5/17/2023,"2,833","3,246",EXCE,4,3,0,39,"$716,000",7/21/2023,$252.74
70119,4635 Banks  St ,"$519,000",5/19/2023,"1,643","1,868",EXCE,3,2,0,20,"$502,000",7/21/2023,$305.54
70115,2821 Chippewa  St ,"$629,000",6/7/2023,"2,139","2,875",EXCE,3,2,1,2,"$644,615",7/21/2023,$301.36
70118,1810 Fern  St ,"$548,000",6/9/2023,"1,756","1,756",EXCE,3,2,1,9,"$548,000",7/21/2023,$312.07
70119,3226 Conti  St ,"$299,000",6/19/2023,"1,140","1,216",EXCE,3,2,0,2,"$299,000",7/21/2023,$262.28
70115,1510 Arabella  St ,"$1,175,000",6/19/2023,"2,970","3,955",EXCE,4,3,2,2,"$1,210,000",7/21/2023,$407.41
70118,8700 Monroe  Ct ,"$234,900",12/1/2022,"1,152","1,152",EXCE,3,2,0,205,"$224,000",7/24/2023,$194.44
70124,459 Jewel  St ,"$429,000",12/19/2022,"2,630","3,023",FAIR,4,2,1,169,"$405,000",7/24/2023,$153.99
70118,8610 Apricot  St ,"$285,000",1/18/2023,"1,138","1,587",EXCE,3,2,0,157,"$273,250",7/24/2023,$240.11
70118,1812 Palmer  Ave ,"$1,975,000",3/16/2023,"7,561","8,000",AVG,8,3,2,60,"$1,740,000",7/24/2023,$230.13
70119,2316 Allen  St ,"$179,999",3/27/2023,"1,249","1,282",EXCE,3,2,0,61,"$179,000",7/24/2023,$143.31
70115,2114 Jena  St ,"$775,000",4/17/2023,"2,016","2,595",EXCE,3,3,1,54,"$758,000",7/24/2023,$375.99
70119,3153 Trafalgar  St ,"$660,000",4/24/2023,"2,144","3,265",EXCE,3,2,1,42,"$640,000",7/24/2023,$298.51
70118,8316 Green  St ,"$350,000",6/1/2023,"1,285","1,443",EXCE,3,1,0,6,"$362,000",7/24/2023,$281.71
70124,735 Jewel  St ,"$715,000",6/9/2023,"3,035","4,057",VRGD,4,2,1,3,"$725,000",7/24/2023,$238.88
70125,3304 Nashville  Ave ,"$449,000",6/15/2023,"1,794","2,057",VRGD,3,2,0,5,"$440,500",7/24/2023,$245.54
70124,5808 Orleans  Ave ,"$360,000",3/9/2023,"1,600","1,900",AVG,3,2,0,71,"$330,000",7/25/2023,$206.25
70124,7322 Onyx  St ,"$725,000",5/18/2023,"3,139","4,270",VRGD,5,3,0,41,"$715,000",7/25/2023,$227.78
70124,6145 Colbert  St ,"$515,000",5/19/2023,"1,895","1,895",EXCE,3,2,0,38,"$490,000",7/25/2023,$258.58
70115,1650 Robert  St ,"$1,475,000",5/30/2023,"3,661","4,622",VRGD,4,3,1,0,"$1,475,000",7/25/2023,$402.90
70115,3528 Camp  St ,"$1,565,000",3/23/2023,"3,217","3,535",EXCE,3,2,1,66,"$1,547,000",7/26/2023,$480.88
70125,3801 Nashville  Ave ,"$260,000",6/13/2023,"1,359","5,445",FAIR,2,1,1,0,"$260,000",7/26/2023,$191.32
70118,1821 Burdette  St ,"$499,000",7/4/2023,"1,745","1,835",EXCE,2,2,0,0,"$469,282",7/26/2023,$268.93
70119,1653 Rousselin  Dr ,"$415,000",3/30/2023,"1,835","2,398",VRGD,3,2,1,32,"$410,000",7/27/2023,$223.43
70118,2035 Adams  St ,"$500,000",6/8/2023,"1,853","2,153",VRGD,3,2,0,7,"$500,000",7/27/2023,$269.83
70125,4515  S Rocheblave  St ,"$489,000",6/22/2023,"2,732","4,123",EXCE,4,3,0,5,"$515,000",7/27/2023,$188.51
70115,1010 Octavia  St ,"$849,000",4/20/2023,"1,900","2,025",VRGD,3,2,1,61,"$815,000",7/28/2023,$428.95
70124,98 Egret  St ,"$589,000",5/5/2023,"2,619","3,008",VRGD,3,2,0,41,"$570,000",7/28/2023,$217.64
70124,6535 Louisville  St ,"$1,199,000",5/11/2023,"3,487","4,287",EXCE,4,3,2,9,"$1,045,000",7/28/2023,$299.68
70125,4100 Vincennes  Pl ,"$699,000",5/11/2023,"2,400","4,302",VRGD,5,3,0,40,"$699,000",7/28/2023,$291.25
70118,8526 Edinburgh  St ,"$85,000",5/23/2023,"1,335","1,335",FAIR,2,1,0,57,"$75,000",7/28/2023,$56.18
70119,3306 Dumaine  St ,"$550,000",6/9/2023,"1,312","2,212",EXCE,3,2,0,15,"$495,000",7/28/2023,$377.29
70118,801 Dante  St ,"$289,000",1/24/2023,"1,276","1,379",AVG,2,2,0,98,"$285,000",7/31/2023,$223.35
70115,2833 Chestnut  St ,"$1,950,000",3/10/2023,"5,046","5,384",VRGD,6,8,1,66,"$1,669,686",7/31/2023,$330.89
70124,6750 Louis Xiv  St ,"$469,900",4/21/2023,"1,687","2,507",VRGD,3,2,0,33,"$447,000",7/31/2023,$264.97
70115,2844 Dryades  St ,"$325,000",5/5/2023,"1,281","1,314",EXCE,3,2,0,41,"$313,500",7/31/2023,$244.73
70118,1108 Leonidas  St ,"$350,000",5/7/2023,"1,366","1,787",AVG,2,2,0,61,"$320,000",7/31/2023,$234.26
70125,4156 Vendome  Pl ,"$1,115,000",5/22/2023,"4,950","5,713",EXCE,4,3,2,12,"$1,075,000",7/31/2023,$217.17
70124,6750 Louis Xiv  St ,"$459,900",5/24/2023,"1,687","2,507",VRGD,3,2,0,25,"$447,000",7/31/2023,$264.97
70118,8131 Birch  St ,"$645,000",5/26/2023,"2,210","2,486",VRGD,3,2,0,14,"$645,000",7/31/2023,$291.86
70124,5918 Argonne  Blvd ,"$665,000",5/29/2023,"2,085","2,436",EXCE,3,2,1,3,"$676,500",7/31/2023,$324.46
70124,6050 Argonne  Blvd ,"$950,000",6/2/2023,"2,968","3,869",EXCE,4,3,1,5,"$950,000",7/31/2023,$320.08
70124,6632 Pontchartrain  Blvd ,"$749,900",6/8/2023,"3,087","3,478",EXCE,4,3,1,21,"$710,000",7/31/2023,$230.00
70124,427 Spencer  Ave ,"$669,000",6/8/2023,"2,509","3,217",EXCE,4,3,0,6,"$660,000",7/31/2023,$263.05
70119,2647 George Nick Connor  Dr ,"$167,000",6/16/2023,"1,014","1,300",VRGD,3,2,0,12,"$162,400",7/31/2023,$160.16
70115,1038 Valence  St ,"$795,000",7/7/2023,"2,144","2,447",EXCE,3,2,1,3,"$795,000",7/31/2023,$370.80
70119,415 Manasses  Pl ,"$148,900",4/19/2023,780,845,AVG,1,1,0,85,"$113,000",8/1/2023,$144.87
70119,3011 Bell  St ,"$685,500",4/28/2023,"1,817","2,083",EXCE,4,3,0,48,"$683,000",8/1/2023,$375.89
70115,5508 Annunciation  St ,"$775,000",5/18/2023,"2,064","2,254",EXCE,3,3,1,42,"$745,000",8/1/2023,$360.95
70115,3819 Camp  St ,"$1,595,000",6/2/2023,"3,951","4,632",EXCE,5,4,1,17,"$1,550,000",8/1/2023,$392.31
70115,721 Leontine  St ,"$879,000",7/6/2023,"2,618","2,618",EXCE,3,2,1,4,"$879,000",8/1/2023,$335.75
70115,801 Austerlitz  St ,"$699,000",4/7/2023,"4,106","5,561",AVG,5,4,1,101,"$699,000",8/2/2023,$170.24
70115,1103 Soniat  St ,"$925,000",4/10/2023,"2,518","3,500",VRGD,3,2,1,79,"$895,000",8/2/2023,$355.44
70124,6131 Louis Xiv  St ,"$660,000",4/14/2023,"2,848","3,234",EXCE,4,3,1,71,"$600,000",8/2/2023,$210.67
70124,6500 Louis Xiv  St ,"$399,000",5/26/2023,"1,192","1,312",EXCE,2,2,0,30,"$380,000",8/2/2023,$318.79
70115,5706 Annunciation  St ,"$478,000",6/9/2023,"1,825","2,850",VRGD,4,2,0,21,"$438,000",8/2/2023,$240.00
70124,6 Swan  St ,"$3,950,000",6/21/2023,"9,765","10,850",EXCE,5,5,3,12,"$3,300,000",8/2/2023,$337.94
70118,332 Henry Clay  Ave ,"$925,000",6/27/2023,"2,071","2,278",VRGD,3,2,0,2,"$910,000",8/2/2023,$439.40
70115,722 Constantinople  St ,"$475,000",7/25/2023,"1,185","1,355",VRGD,1,2,0,1,"$485,000",8/2/2023,$409.28
70124,6374 Canal  Blvd ,"$725,000",11/5/2022,"4,376","5,116",VRGD,3,3,2,235,"$700,000",8/4/2023,$159.96
70124,998 Germain  St ,"$449,000",5/25/2023,"1,982","2,165",VRGD,3,2,0,24,"$449,000",8/4/2023,$226.54
70115,529 Napoleon  Ave ,"$465,000",5/31/2023,"1,200","1,200",EXCE,2,2,0,36,"$460,000",8/4/2023,$383.33
70124,154  S Roadway  St ,"$775,000",6/2/2023,"4,674","6,947",EXCE,5,6,0,38,"$300,000",8/4/2023,$64.18
70124,811 Weiblen  Pl ,"$445,000",6/6/2023,"1,435","1,530",EXCE,2,2,0,5,"$446,000",8/4/2023,$310.80
70115,2816 Amelia  St ,"$335,000",6/20/2023,"1,765","2,138",EXCE,3,2,1,14,"$335,000",8/4/2023,$189.80
70118,8422 Green  St ,"$315,000",7/6/2023,"1,157","1,229",EXCE,2,1,0,1,"$321,000",8/4/2023,$277.44
70115,2835 Octavia  St ,"$540,000",7/9/2023,"1,748","3,554",VRGD,3,2,0,6,"$540,000",8/4/2023,$308.92
70118,52 Neron  Pl ,"$599,000",7/11/2023,"3,517","4,384",VRGD,3,2,1,1,"$575,000",8/4/2023,$163.49
70115,2735 Joseph  St ,"$660,000",6/19/2023,"1,863","1,915",EXCE,4,2,1,22,"$645,000",8/7/2023,$346.22
70115,2200 Jena  St ,"$949,000",6/19/2023,"3,182","3,633",EXCE,4,3,1,28,"$900,000",8/7/2023,$282.84
70118,309 Lowerline  St ,"$475,000",6/19/2023,"1,300","1,448",EXCE,2,2,0,10,"$475,500",8/8/2023,$365.77
70118,8911 Apple  St ,"$299,000",1/18/2023,"1,614","1,807",NEW,3,2,0,174,"$295,000",8/9/2023,$182.78
70115,2417 Milan  St ,"$549,000",3/1/2023,"2,035","2,219",VRGD,3,2,0,112,"$555,000",8/9/2023,$272.73
70124,303 Mouton  St ,"$749,000",5/8/2023,"2,520","2,775",EXCE,4,3,1,42,"$739,000",8/10/2023,$293.25
70119,3142 Trafalgar  St ,"$465,000",6/27/2023,"1,886","2,340",EXCE,2,2,1,14,"$442,650",8/10/2023,$234.70
70118,7000 Jeannette  St ,"$899,000",6/27/2023,"3,469","4,479",AVG,6,3,1,16,"$825,000",8/10/2023,$237.82
70115,816 Harmony  St ,"$740,000",8/10/2023,"2,137","2,699",EXCE,3,2,0,0,"$740,000",8/10/2023,$346.28
70119,4021 Dhemecourt  St ,"$520,000",4/17/2023,"2,037","2,177",VRGD,3,2,1,87,"$510,000",8/11/2023,$250.37
70119,2805 Bell  St ,"$1,150,000",4/18/2023,"3,257","4,421",VRGD,4,3,1,70,"$1,000,000",8/11/2023,$307.03
70124,7004 General Diaz  St ,"$899,000",5/23/2023,"3,329","3,646",EXCE,4,3,1,12,"$875,000",8/11/2023,$262.84
70118,7534 Jeannette  St ,"$624,000",5/31/2023,"1,837","3,038",AVG,4,2,0,37,"$570,000",8/14/2023,$310.29
70118,9222 Palmetto  St ,"$130,000",2/24/2023,"1,470","1,470",FAIR,3,2,0,36,"$102,250",8/15/2023,$69.56
70115,3425 Constance  St ,"$649,000",6/24/2023,"1,974","2,385",EXCE,3,2,0,7,"$626,800",8/15/2023,$317.53
70115,5033 Danneel  St ,"$750,000",7/13/2023,"4,169","4,200",VRGD,6,2,2,2,"$750,000",8/15/2023,$179.90
70124,5611 Cherlyn  Dr ,"$595,000",4/24/2023,"3,600","4,200",VRGD,4,2,1,77,"$570,000",8/16/2023,$158.33
70119,4530 Orleans  Ave ,"$355,000",6/6/2023,"1,161","1,200",AVG,2,2,0,34,"$345,000",8/16/2023,$297.16
70115,4225 Coliseum  St ,"$565,000",8/16/2023,"2,048","2,220",VRGD,4,2,0,0,"$576,000",8/16/2023,$281.25
70124,6 Dove  St ,"$650,000",4/13/2023,"2,156","2,501",EXCE,3,2,1,79,"$595,000",8/17/2023,$275.97
70115,4113 Clara  St ,"$375,000",5/4/2023,"1,419","1,553",EXCE,3,3,0,70,"$355,000",8/17/2023,$250.18
70119,907  N Rocheblave  St ,"$259,000",10/25/2022,"1,131","1,131",,2,2,,225,"$240,000",8/18/2023,$212.20
70119,3000 Orleans  Ave ,"$195,000",2/24/2023,735,735,,1,1,,125,"$175,000",8/18/2023,$238.10
70118,2125 State  St ,"$1,595,000",4/3/2023,"3,560","5,189",EXCE,4,4,1,108,"$1,500,000",8/18/2023,$421.35
70124,321 Crystal  St ,"$475,000",7/7/2023,"1,740","2,066",VRGD,3,2,0,4,"$475,000",8/18/2023,$272.99
70118,8602 Palmetto  St ,"$185,000",2/16/2023,"1,836","1,906",VRGD,3,2,0,108,"$180,000",8/21/2023,$98.04
70118,2135 Fern  St ,"$425,000",5/26/2023,"1,303","1,303",EXCE,3,2,0,66,"$370,000",8/21/2023,$283.96
70118,403 Hillary  St ,"$529,500",6/9/2023,"1,622","1,892",AVG,2,2,0,67,"$505,000",8/21/2023,$311.34
70124,29 Dove  St ,"$625,000",3/6/2023,"2,126","3,698",VRGD,3,2,1,139,"$575,000",8/22/2023,$270.46
70125,4442  S Johnson  St ,"$367,000",6/13/2023,"4,975","4,975",POOR,7,7,2,22,"$325,000",8/22/2023,$65.33
70119,2623 St. Ann  St ,"$479,900",7/17/2023,"2,200","2,200",EXCE,3,2,0,4,"$481,000",8/22/2023,$218.64
70119,2319 Aubry  St ,"$299,000",5/2/2023,"1,250","1,450",VRGD,3,2,0,63,"$299,000",8/24/2023,$239.20
70125,3406 Robert  St ,"$395,000",6/4/2023,"1,596","1,881",EXCE,4,2,0,52,"$380,000",8/24/2023,$238.10
70125,3900 Louisiana Ave  Pkwy ,"$389,000",6/13/2023,"1,754","1,877",NEW,3,2,1,44,"$370,000",8/24/2023,$210.95
70125,3135 Octavia  St ,"$695,000",3/9/2023,"3,504","3,778",VRGD,3,3,2,103,"$650,000",8/25/2023,$185.50
70119,3351 Desaix  Blvd ,"$309,900",3/29/2023,"1,316","1,358",VRGD,3,2,0,108,"$309,000",8/25/2023,$234.80
70119,2300 Bienville  Ave ,"$499,000",4/17/2023,"2,159","2,402",EXCE,4,4,0,81,"$499,000",8/25/2023,$231.13
70119,11 Flowerdale  Ct ,"$559,000",4/27/2023,"2,098","2,340",EXCE,3,2,1,85,"$550,000",8/25/2023,$262.15
70125,4108 Clio  St ,"$135,000",5/9/2023,"1,090","1,090",FAIR,3,2,0,52,"$107,000",8/25/2023,$98.17
70118,7707 Oak  St ,"$500,000",6/15/2023,"1,351","1,451",EXCE,2,2,0,53,"$475,000",8/25/2023,$351.59
70125,5014  S Prieur  St ,"$499,000",6/26/2023,"1,808","1,875",EXCE,3,2,0,27,"$490,000",8/25/2023,$271.02
70124,6208 Colbert  St ,"$729,000",5/4/2023,"3,125","3,760",EXCE,4,3,1,53,"$708,300",8/28/2023,$226.66
70124,6161 Louisville  St ,"$735,000",5/10/2023,"3,283","3,848",EXCE,4,4,1,43,"$705,000",8/28/2023,$214.74
70118,8502 Panola  St ,"$375,000",7/18/2023,"1,264","1,317",EXCE,2,2,0,10,"$356,000",8/28/2023,$281.65
70125,7105 Fig  St ,"$287,000",5/5/2023,"1,204","1,340",NEW,2,2,0,53,"$277,000",8/29/2023,$230.07
70119,2524 Dabadie  St ,"$324,500",3/22/2023,"1,254","1,366",EXCE,3,2,0,125,"$324,500",8/30/2023,$258.77
70115,5604 Annunciation  St ,"$450,000",5/9/2023,"1,075","1,250",EXCE,2,1,0,39,"$417,000",8/30/2023,$387.91
70118,8824 Hickory  St ,"$199,000",1/11/2023,"1,429","1,585",VRGD,3,2,0,175,"$195,000",8/31/2023,$136.46
70115,5631 Laurel  St ,"$500,000",5/5/2023,"1,725","2,208",POOR,3,2,0,66,"$500,000",8/31/2023,$289.86
70124,525 Crystal  St ,"$789,000",6/15/2023,"2,990","3,335",EXCE,3,3,1,38,"$760,000",8/31/2023,$254.18
70118,2725 Palmer  Ave ,"$625,000",6/22/2023,"2,193","2,443",EXCE,3,2,0,40,"$601,800",8/31/2023,$274.42
70118,8515 Jeannette  St ,"$515,000",7/10/2023,"2,436","2,516",EXCE,4,4,0,4,"$499,000",8/31/2023,$204.84
70118,8227 Oleander  St ,"$180,000",7/17/2023,998,"1,356",EXCE,3,1,0,4,"$179,000",8/31/2023,$179.36
70124,846 Pontalba  St ,"$635,000",7/20/2023,"2,224","2,450",EXCE,4,2,2,11,"$640,000",8/31/2023,$287.77
70118,4034 Hollygrove  St ,"$120,000",7/27/2023,"1,242","1,458",AVG,3,2,0,25,"$105,000",8/31/2023,$84.54
70124,778 Amethyst  St ,"$1,095,000",7/27/2023,"4,257","4,980",EXCE,5,4,1,4,"$1,150,778",8/31/2023,$270.33
70124,6063 Marshal Foch  St ,"$450,000",5/3/2023,"1,710","2,395",EXCE,3,2,0,92,"$445,000",9/1/2023,$260.23
70115,3809 Annunciation  St ,"$749,000",6/13/2023,"1,971","1,971",EXCE,3,2,0,30,"$715,000",9/1/2023,$362.76
70115,2112 Delachaise  St ,"$410,000",6/19/2023,"1,627","1,627",EXCE,3,2,0,55,"$404,000",9/1/2023,$248.31
70119,1021  N Dupre  St ,"$615,000",7/1/2023,"1,956","2,339",EXCE,3,2,1,32,"$590,000",9/1/2023,$301.64
70124,522 Crystal  St ,"$474,000",7/18/2023,"1,898","2,584",VRGD,3,2,0,1,"$464,000",9/1/2023,$244.47
70115,3708  S Saratoga  St ,"$630,000",8/2/2023,"2,487","3,336",EXCE,4,2,1,4,"$612,650",9/1/2023,$246.34
70118,8326 Green  St ,"$225,000",8/14/2023,"1,140","1,215",FAIR,1,1,0,4,"$172,000",9/1/2023,$150.88
70115,819 Leontine  St ,"$849,000",7/13/2023,"2,408","2,705",EXCE,3,2,1,27,"$795,000",9/5/2023,$330.15
70115,4121 Laurel  St ,"$539,000",7/14/2023,"1,405","1,624",EXCE,3,2,0,15,"$520,000",9/5/2023,$370.11
70124,6709 Avenue A ,"$699,000",6/8/2023,"2,897","3,954",EXCE,5,4,0,73,"$690,000",9/6/2023,$238.18
70118,6123 Laurel  St ,"$380,000",7/31/2023,955,"1,294",AVG,2,1,0,22,"$360,000",9/6/2023,$376.96
70124,5930 Orleans  Ave ,"$799,500",4/10/2023,"3,063","3,929",EXCE,4,3,1,123,"$760,000",9/7/2023,$248.12
70119,2320 Aubry  St ,"$159,000",5/11/2023,"1,000","1,150",VRGD,3,2,0,84,"$154,000",9/7/2023,$154.00
70119,323  N Miro  St ,"$449,000",5/2/2023,"1,958","2,009",NEW,3,2,0,101,"$459,000",9/8/2023,$234.42
70118,2013 Burdette  St ,"$729,000",7/20/2023,"2,240","2,240",EXCE,3,2,1,17,"$680,000",9/8/2023,$303.57
70124,1101 Allen Toussaint  Blvd ,"$1,350,000",7/24/2023,"3,248","4,346",EXCE,3,2,1,16,"$1,234,000",9/8/2023,$379.93
